         10857816 function calls (10158985 primitive calls) in 16.977 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\inline_closurecall.py:302(InlineWorker)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\linalg\decomp_cholesky.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\math\numbers.py:379(int_unsigned_signed_cmp)
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\mathdecl.py:114(Math_pow)
       14    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:1027(infer_constant)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\values.py:1018(is_declaration)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:869(descr)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\types.py:187(__eq__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:1532(op_LOAD_ASSERTION_ERROR)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:766(get_parfors)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\dsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\eigen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\linalg\matfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\math\mathimpl.py:55(is_finite)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\synchronize.py:121(_make_name)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:500(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\rewrites\registry.py:39(register)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor_lowering.py:1031(redarraytype_to_sig)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\mathdecl.py:72(Math_copysign)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\linalg\decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\linalg\decomp_svd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\math\mathimpl.py:39(is_nan)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\re\_parser.py:1012(addgroup)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:347(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\cffi\model.py:91(build_backend_type)
        6    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\abstract.py:222(is_internal)
       25    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\abstract.py:151(can_convert_from)
       14    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:1078(infer_constant)
        9    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\typeof.py:115(_typeof_bool)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir_utils.py:721(remove_dead_random_call)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:681(field_count)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\controlflow.py:257(exit_points)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\array_analysis.py:846(plus)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:1822(<lambda>)
        1    0.000    0.000    0.001    0.001 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:4274(codegen)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:4463(ol_np_zeros_like)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_special_sparse_arrays.py:756(MikotaK)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\linalg\decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\linalg\decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\linalg\misc.py:1(<module>)
       18    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npyimpl.py:49(as_values)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\runtime\context.py:148(meminfo_alloc_aligned)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\util.py:371(ForkAwareThreadLock)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\npytypes.py:517(box_type)
        7    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:1235(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:4259(is_equiv)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typed_passes.py:528(lowering_class)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\rangeobj.py:15(make_range_iterator)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\numbers.py:1222(int_as_bool)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:711(IntegerIndexer)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\matfuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\context.py:220(Process)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:2288(get_origin)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\decorator.py:75(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:4686(numpy_take)
        9    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:698(get_model)
        8    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\ufunc\wrappers.py:322(signature)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:232(Alignas)
        5    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\unicode.py:2184(gen_isX)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:6053(impl_np_vstack)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\linalg\special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\mathimpl.py:92(negate_real)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\util.py:185(Finalize)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\re\_parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\datamodel\models.py:403(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\byteflow.py:848(op_JUMP_FORWARD)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor_lowering.py:1573(ParforGufuncCompiler)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:392(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\ufunc\parallel.py:708(_iget_thread_id)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\mathdecl.py:90(Math_nextafter)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\randomimpl.py:245(_impl)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\typed\listobject.py:689(_gen_getitem)
        8    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        6    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\_weakrefset.py:37(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\functions.py:692(get_impl_key)
        8    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\npydecl.py:526(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\npydecl.py:539(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor_lowering_utils.py:30(_calltypes)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:30(Node)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\ply\yacc.py:1473(Grammar)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:732(IdentifierType)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\numbers.py:197(_get_power_zerodiv_return)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\_util.py:432(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\reduction.py:251(AbstractReducer)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\reduction.py:43(register)
        8    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\_testutils.py:62(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:554(null)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\npytypes.py:399(<genexpr>)
        9    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\transforms.py:312(replace)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\stencils\stencilparfor.py:34(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:953(FancyIndexer)
        8    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:3656(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\_data.py:173(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\_matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_special_sparse_arrays.py:518(Sakurai)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\context.py:332(SpawnProcess)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:1439(copy_with)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:1044(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:1053(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\logging\__init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\cpu_options.py:74(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\values.py:649(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\llvmlite\ir\instructions.py:288(value)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\imputils.py:71(lower_setattr)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:4117(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:4115(DummyFuncIR)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:398(Decl)
        5    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\listobj.py:183(set_dirty)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:803(BooleanArrayIndexer)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_interface.py:757(_PowerLinearOperator)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:927(__hash__)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numpy\core\getlimits.py:709(max)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\ir.py:439(build_list)
       14    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\interpreter.py:1891(op_PUSH_NULL)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\builtins.py:184(setitem_cpointer)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:5243(ensure_parallel_support)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\ufunc\wrappers.py:330(env)
        6    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\ufunc\array_exprs.py:362(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\ply\yacc.py:1309(Production)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:1070(Union)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\collections.py:28(SequenceBool)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\randomimpl.py:650(uniform_impl)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:5884(impl_np_concatenate)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arraymath.py:1065(nan_min_max_factory)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\linalg.py:121(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\_lib\_threadsafety.py:13(ReentrancyLock)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_expm_multiply.py:396(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npyimpl.py:162(_ArrayGUHelper)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\synchronize.py:166(Lock)
        5    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\enum.py:1279(value)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:473(__repr__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\cffi\api.py:293(cast)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:2749(_is_prange_init)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:884(StaticAssert)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\mathdecl.py:145(Math_ldexp)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:742(IntegerArrayIndexer)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_interface.py:807(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_matfuncs.py:171(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\synchronize.py:217(Condition)
        1    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\utils.py:403(add)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\ply\yacc.py:285(LRParser)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\c_ast.py:549(EnumeratorList)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\ply\lex.py:558(LexerReflect)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\listdecl.py:110(MulList)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\randomimpl.py:619(np_uniform_impl0)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\inline_closurecall.py:1454(RewriteArrayOfConsts)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:3443(init_specific)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_interface.py:669(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_interface.py:822(IdentityOperator)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\inspect.py:303(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\ctypes\__init__.py:373(_FuncPtr)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\enumdecl.py:15(EnumAttribute)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\arraydecl.py:576(StaticGetItemArray)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\experimental\jitclass\base.py:81(JitClassType)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npdatetime.py:697(_gen_datetime_max_impl)
        2    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_types}
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\process.py:364(_ParentProcess)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\enum.py:1398(<lambda>)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\containers.py:211(__getitem__)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\imputils.py:231(iterator_impl)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:4371(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:2690(_get_loop_kind)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\cffi_utils.py:204(FFIAttribute)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\inline_closurecall.py:1607(reset)
        3    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arraymath.py:1528(_select_factory)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arraymath.py:4585(window_generator)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_interface.py:616(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_interface.py:696(_ProductLinearOperator)
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 C:\Users\viola\OneDrive\Desktop\SoftEng\accelerating_lebwohllasher\LebwohlLasherNumba.py:51(plotdat)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\functions.py:699(dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\types\scalars.py:148(__lt__)
       10    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typing\templates.py:173(generic)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\rewrites\registry.py:46(do_register)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:1634(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor.py:1756(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\parfors\parfor_lowering_utils.py:13(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\core\typeinfer.py:285(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\importlib\metadata\__init__.py:750(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\ufunc\wrappers.py:676(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\pycparser\ply\yacc.py:109(PlyLogger)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\hashing.py:410(EXPAT)
        8    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\cpython\randomimpl.py:531(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:4555(_eye_none_handler_impl)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\arrayobj.py:3402(loop_break)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\linalg.py:864(ol_copy_to_fortran_order)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_interface.py:637(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\scipy\sparse\linalg\_matfuncs.py:207(ProductOperator)
        6    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numba\np\npdatetime.py:650(_create_datetime_comparison_impl)
        8    0.000    0.000    0.000    0.000 {built-in method math.floor}
        6    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\context.py:230(DefaultContext)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\synchronize.py:328(Event)
        1    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\multiprocessing\synchronize.py:90(_make_methods)
        4    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:1233(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
        2    0.000    0.000    0.000    0.000 C:\Users\viola\miniconda3\Lib\typing.py:1949(<genexpr>)
